"Jahr";"Aktie";"Volatilitat"
"2015";"PHILIPS.ELTN.KONINKLIJKE";0,275051198809103
"2015";"ASML.HOLDING";0,284672738457239
"2015";"ING.GROEP";0,430490442538279
"2015";"HEINEKEN";0,197808003625263
"2015";"AKZO.NOBEL";0,265254012098137
"2015";"RELIANCE.INDUSTRIES";0,26566298514086
"2015";"TATA.CONSULTANCY.SVS.";0,271586390396876
"2015";"HDFC.BANK";0,24360947454531
"2015";"INFOSYS";0,283345052112211
"2015";"ITC";0,232862912669073
"2015";"ROYAL.BANK.OF.CANADA";0,164322733229334
"2015";"TORONTO.DOMINION.BANK";0,150706231688449
"2015";"ENBRIDGE";0,160730393983084
"2015";"CANADIAN.NATIONAL.RY.";0,180581058473931
"2015";"INVESTOR.B";0,208624718623423
"2015";"VOLVO.B";0,309259709378985
"2015";"ERICSSON.B";0,276698694656632
"2015";"SKANDINAVISKA.ENSKILDA.BANKEN.A";0,289411546312103
"2015";"ATLAS.COPCO.A";0,280384830626464
"2020";"OMV";0,275042300565567
"2020";"ERSTE.GROUP.BANK";0,287030242377638
"2020";"VOESTALPINE";0,296743735135695
"2020";"VERBUND";0,272982571398875
"2020";"UNIQA.INSU.GR.AG";0,233346481750003
"2020";"SIEMENS";0,207064006546581
"2020";"ALLIANZ";0,192123352648321
"2020";"BAYER";0,264822763336099
"2020";"DEUTSCHE.BANK";0,377656546886376
"2020";"MERCEDES.BENZ.GROUP.N";0,24123216035827
"2020";"NESTLE..N.";0,155346099645539
"2020";"CHINA.MOBILE";0,209392026068402
"2020";"ROCHE.PS.PAR";0,182053609266481
"2020";"UBS.GROUP";0,259319951869144
"2020";"ZURICH.INSURANCE.GROUP";0,185858698908452
"2020";"COCA.COLA";0,141868670722914
"2020";"JOHNSON...JOHNSON";0,163034980116693
"2020";"PROCTER...GAMBLE";0,156544266258133
"2020";"JP.MORGAN.CHASE...CO.";0,210201535098181
"2020";"EXXON.MOBIL";0,190354847354793
"2020";"TOYOTA.MOTOR";0,234341994472574
"2020";"SONY.GROUP";0,325323548299124
"2020";"MITSUBISHI.UFJ.FINL.GP.";0,296065251036013
"2020";"SUMITOMO.MITSUI.FINL.GP.";0,265273774535293
"2020";"HITACHI";0,299412086829756
"2020";"HSBC.HOLDINGS";0,198422033293002
"2020";"UNILEVER..UK.";0,195753507686605
"2020";"BP";0,235430960235208
"2020";"DIAGEO";0,172530293277705
"2020";"GLAXOSMITHKLINE";0,185033521965596
"2020";"INDL.COML.BOC..H.";0,229087722498328
"2020";"PETROCHINA..H.";0,286738916840136
"2020";"BANK.OF.CHINA..H.";0,220115869252371
"2020";"PING.AN.INSURANCE..GROUP..OF.CHINA..H.";0,277711777068833
"2020";"BHP.GROUP";0,282328390597526
"2020";"COMMONWEALTH.BK.OF.AUS.";0,177896183054775
"2020";"WESTPAC.BANKING";0,1998854190517
"2020";"ANZ.GROUP.HOLDINGS";0,199698692536011
"2020";"WOOLWORTHS.GROUP";0,197610905170471
"2020";"TOTALENERGIES";0,218059631775992
"2020";"LVMH";0,251839023669082
"2020";"SANOFI";0,208161862118855
"2020";"BNP.PARIBAS";0,269929634541799
"2020";"L.AIR.LQE.SC.ANYME..POUR.L.ETUDE.ET.L.EPXTN.";0,194419671454222
"2020";"PHILIPS.ELTN.KONINKLIJKE";0,218517962710445
"2020";"ASML.HOLDING";0,269273964845217
"2020";"ING.GROEP";0,268915645303334
"2020";"HEINEKEN";0,182969018123268
"2020";"AKZO.NOBEL";0,208644667305408
"2020";"RELIANCE.INDUSTRIES";0,256608961512595
"2020";"TATA.CONSULTANCY.SVS.";0,225255411270133
"2020";"HDFC.BANK";0,169082668535064
"2020";"INFOSYS";0,250600135036263
"2020";"ITC";0,243647960856694
"2020";"ROYAL.BANK.OF.CANADA";0,133131918510451
"2020";"TORONTO.DOMINION.BANK";0,130478062973858
"2020";"ENBRIDGE";0,233973524308772
"2020";"CANADIAN.NATIONAL.RY.";0,181297478113422
"2020";"SHOPIFY.SUBORDINATE.NAS..VOTING.A";0,499983311502301
"2020";"INVESTOR.B";0,194000992692854
"2020";"VOLVO.B";0,26801111795795
"2020";"ERICSSON.B";0,317362195618046
"2020";"SKANDINAVISKA.ENSKILDA.BANKEN.A";0,22722661509263
"2020";"ATLAS.COPCO.A";0,267748844941815
"2025";"OMV";0,387412219309523
"2025";"ERSTE.GROUP.BANK";0,365482118787389
"2025";"VOESTALPINE";0,324250476291245
"2025";"VERBUND";0,383113703567209
"2025";"UNIQA.INSU.GR.AG";0,22045371135415
"2025";"SIEMENS";0,296281257069187
"2025";"ALLIANZ";0,249453123367854
"2025";"BAYER";0,323710125558907
"2025";"DEUTSCHE.BANK";0,402348618525918
"2025";"MERCEDES.BENZ.GROUP.N";0,343325902187724
"2025";"NESTLE..N.";0,1695912454007
"2025";"CHINA.MOBILE";0,234699771522642
"2025";"ROCHE.PS.PAR";0,208974044161218
"2025";"UBS.GROUP";0,320437125087814
"2025";"ZURICH.INSURANCE.GROUP";0,222384498755122
"2025";"COCA.COLA";0,207973534695835
"2025";"JOHNSON...JOHNSON";0,196627355093153
"2025";"PROCTER...GAMBLE";0,209234283804627
"2025";"JP.MORGAN.CHASE...CO.";0,325261567826539
"2025";"EXXON.MOBIL";0,34370391847283
"2025";"TOYOTA.MOTOR";0,294579150703022
"2025";"SONY.GROUP";0,311779437383668
"2025";"MITSUBISHI.UFJ.FINL.GP.";0,294613193533815
"2025";"SUMITOMO.MITSUI.FINL.GP.";0,278778263050693
"2025";"HITACHI";0,3510115478049
"2025";"HSBC.HOLDINGS";0,284872560512805
"2025";"UNILEVER..UK.";0,203948155718418
"2025";"BP";0,36523496094037
"2025";"DIAGEO";0,241208450631166
"2025";"GLAXOSMITHKLINE";0,221865998255821
"2025";"INDL.COML.BOC..H.";0,224748178885419
"2025";"PETROCHINA..H.";0,342718064541867
"2025";"BANK.OF.CHINA..H.";0,194744465850979
"2025";"PING.AN.INSURANCE..GROUP..OF.CHINA..H.";0,38960463092152
"2025";"BHP.GROUP";0,292092074368259
"2025";"COMMONWEALTH.BK.OF.AUS.";0,245329868072329
"2025";"WESTPAC.BANKING";0,261375322421343
"2025";"ANZ.GROUP.HOLDINGS";0,263947633673364
"2025";"WOOLWORTHS.GROUP";0,202432468140564
"2025";"TOTALENERGIES";0,320302701850174
"2025";"LVMH";0,299475518612041
"2025";"SANOFI";0,228785551412959
"2025";"BNP.PARIBAS";0,354638402637935
"2025";"L.AIR.LQE.SC.ANYME..POUR.L.ETUDE.ET.L.EPXTN.";0,214678113929692
"2025";"PHILIPS.ELTN.KONINKLIJKE";0,353629070685539
"2025";"ASML.HOLDING";0,379932761739762
"2025";"ING.GROEP";0,379863167687245
"2025";"HEINEKEN";0,233512535865995
"2025";"AKZO.NOBEL";0,262804962922822
"2025";"RELIANCE.INDUSTRIES";0,297019669879977
"2025";"TATA.CONSULTANCY.SVS.";0,244418913702715
"2025";"HDFC.BANK";0,272495136894121
"2025";"INFOSYS";0,278327677109428
"2025";"ITC";0,25826702844105
"2025";"ROYAL.BANK.OF.CANADA";0,20909605788994
"2025";"TORONTO.DOMINION.BANK";0,240527261117922
"2025";"ENBRIDGE";0,251262178755907
"2025";"CANADIAN.NATIONAL.RY.";0,227395758335583
"2025";"SHOPIFY.SUBORDINATE.NAS..VOTING.A";0,662819423676448
"2025";"INVESTOR.B";0,232419393797745
"2025";"VOLVO.B";0,282890406090541
"2025";"ERICSSON.B";0,312808996504071
"2025";"SKANDINAVISKA.ENSKILDA.BANKEN.A";0,273997255339538
"2025";"ATLAS.COPCO.A";0,303922701112174
